,Unnamed: 0,node,ethcat,agecat,treat,Trade_sex,Group_sex,degree,age.gp1,age.gp2,age.gp3,age.gp4,black,white,other,Tr,NoTr,Trade,NoTrade,Group,NoGroup
1384,1385,1385,white,age.gp1,NoTr,NoTrade,NoGroup,13,8,2,0,3,2,7,4,1,12,4,9,9,4
2770,2771,2771,white,age.gp1,NoTr,NoTrade,NoGroup,4,3,0,0,1,1,2,1,0,4,0,4,0,4
1349,1350,1350,black,age.gp4,NoTr,NoTrade,Group,9,2,2,2,3,2,7,0,3,6,0,9,6,3
1502,1503,1503,white,age.gp4,NoTr,NoTrade,NoGroup,6,0,1,2,3,2,4,0,2,4,0,6,6,0
2276,2277,2277,black,age.gp2,Tr,Trade,Group,13,0,8,3,2,7,5,1,6,7,1,12,8,5
291,292,292,black,age.gp2,NoTr,NoTrade,Group,16,2,5,4,5,8,6,2,6,10,4,12,9,7
377,378,378,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,1,0,0,0,1,0,1,1,0
475,476,476,black,age.gp3,NoTr,Trade,Group,10,0,1,6,3,7,3,0,3,7,0,10,5,5
1596,1597,1597,black,age.gp1,Tr,Trade,NoGroup,7,2,1,0,4,5,1,1,1,6,2,5,3,4
2144,2145,2145,other,age.gp2,NoTr,NoTrade,NoGroup,4,0,3,1,0,2,2,0,2,2,0,4,3,1
2268,2269,2269,white,age.gp4,Tr,NoTrade,Group,6,1,2,0,3,1,5,0,2,4,0,6,6,0
2298,2299,2299,other,age.gp2,Tr,NoTrade,Group,7,0,5,0,2,3,4,0,2,5,1,6,6,1
1054,1055,1055,white,age.gp4,NoTr,NoTrade,Group,11,1,5,2,3,2,8,1,2,9,2,9,9,2
1205,1206,1206,white,age.gp4,Tr,NoTrade,NoGroup,6,0,4,1,1,1,5,0,1,5,0,6,3,3
1593,1594,1594,black,age.gp1,Tr,Trade,NoGroup,7,4,1,1,1,3,2,2,2,5,0,7,2,5
2075,2076,2076,black,age.gp3,NoTr,NoTrade,NoGroup,5,2,3,0,0,3,2,0,1,4,1,4,4,1
2507,2508,2508,black,age.gp2,NoTr,NoTrade,NoGroup,8,1,5,1,1,7,1,0,2,6,1,7,6,2
1091,1092,1092,black,age.gp1,NoTr,NoTrade,NoGroup,10,4,1,3,2,4,5,1,1,9,0,10,5,5
1100,1101,1101,black,age.gp2,NoTr,NoTrade,NoGroup,6,0,5,1,0,5,0,1,0,6,0,6,3,3
1320,1321,1321,white,age.gp2,Tr,NoTrade,Group,15,1,7,4,3,2,13,0,5,10,1,14,11,4
1418,1419,1419,black,age.gp2,NoTr,NoTrade,NoGroup,9,2,6,1,0,3,5,1,4,5,2,7,6,3
1751,1752,1752,black,age.gp4,NoTr,NoTrade,NoGroup,7,0,4,0,3,2,5,0,1,6,0,7,5,2
2506,2507,2507,black,age.gp2,NoTr,NoTrade,NoGroup,8,0,4,1,3,4,3,1,4,4,1,7,6,2
1165,1166,1166,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,1,0,0,0,1,0,1,1,0
2446,2447,2447,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,2,0,4,1,4,2,4,3,0,7,5,2
393,394,394,black,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,1,2,1,2,0,1,2,0,3,2,1
795,796,796,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,1,0,5,0,6,1,1,6,0,7,4,3
1177,1178,1178,white,age.gp4,Tr,NoTrade,NoGroup,5,1,1,0,3,0,5,0,0,5,0,5,5,0
1181,1182,1182,white,age.gp4,Tr,NoTrade,NoGroup,5,2,1,0,2,0,4,1,1,4,0,5,3,2
1251,1252,1252,white,age.gp2,Tr,NoTrade,Group,21,0,11,6,4,2,18,1,4,17,0,21,10,11
2143,2144,2144,other,age.gp2,NoTr,NoTrade,NoGroup,3,1,1,0,1,0,2,1,1,2,0,3,2,1
2921,2922,2922,white,age.gp4,NoTr,NoTrade,Group,13,2,3,4,4,1,12,0,7,6,1,12,12,1
390,391,391,black,age.gp4,NoTr,NoTrade,NoGroup,6,0,1,0,5,3,3,0,0,6,0,6,3,3
1542,1543,1543,white,age.gp2,NoTr,NoTrade,NoGroup,7,0,2,2,3,0,7,0,1,6,0,7,4,3
2589,2590,2590,white,age.gp4,NoTr,NoTrade,Group,11,1,3,1,6,0,9,2,5,6,0,11,8,3
1799,1800,1800,white,age.gp4,Tr,NoTrade,Group,11,0,2,4,5,1,9,1,2,9,0,11,9,2
2598,2599,2599,white,age.gp3,NoTr,NoTrade,Group,15,3,2,2,8,1,12,2,4,11,0,15,7,8
298,299,299,white,age.gp4,NoTr,NoTrade,Group,12,0,1,1,10,0,12,0,4,8,2,10,7,5
529,530,530,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,0,2,1,2,0,2,1,0,3,3,0
681,682,682,white,age.gp4,Tr,NoTrade,Group,10,0,1,4,5,0,10,0,2,8,0,10,7,3
790,791,791,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
1684,1685,1685,white,age.gp4,NoTr,Trade,NoGroup,6,0,2,2,2,0,5,1,3,3,1,5,6,0
1696,1697,1697,white,age.gp4,NoTr,Trade,NoGroup,4,1,1,1,1,1,3,0,1,3,1,3,3,1
587,588,588,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,0,2,0,1,1,0,2,2,0
1225,1226,1226,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,0,3,0,3,0,2,1,0,3,2,1
1924,1925,1925,other,age.gp2,NoTr,NoTrade,NoGroup,2,0,1,0,1,0,2,0,0,2,0,2,1,1
2571,2572,2572,white,age.gp4,NoTr,NoTrade,Group,8,1,1,1,5,2,5,1,2,6,3,5,5,3
2577,2578,2578,white,age.gp4,NoTr,NoTrade,Group,12,1,2,3,6,2,9,1,4,8,2,10,7,5
491,492,492,black,age.gp4,NoTr,NoTrade,NoGroup,6,1,0,2,3,5,1,0,1,5,1,5,2,4
834,835,835,white,age.gp3,NoTr,NoTrade,NoGroup,7,0,4,2,1,0,7,0,4,3,1,6,5,2
1569,1570,1570,white,age.gp4,Tr,NoTrade,Group,8,2,2,0,4,0,7,1,2,6,1,7,7,1
2042,2043,2043,white,age.gp4,Tr,NoTrade,Group,12,2,2,3,5,1,9,2,2,10,1,11,7,5
2552,2553,2553,other,age.gp1,NoTr,NoTrade,NoGroup,7,3,0,2,2,2,5,0,2,5,1,6,2,5
2581,2582,2582,white,age.gp4,NoTr,NoTrade,Group,10,0,2,1,7,0,10,0,3,7,0,10,7,3
2743,2744,2744,white,age.gp2,NoTr,NoTrade,Group,21,2,14,1,4,2,16,3,12,9,3,18,16,5
429,430,430,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,0,2,2,0,4,0,1,3,0,4,3,1
893,894,894,other,age.gp1,Tr,NoTrade,NoGroup,8,5,0,1,2,0,8,0,2,6,0,8,3,5
1172,1173,1173,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,0,2,0,0,2,0,2,2,0
2221,2222,2222,black,age.gp4,NoTr,Trade,Group,15,2,5,1,7,6,8,1,7,8,2,13,10,5
303,304,304,white,age.gp4,NoTr,NoTrade,Group,14,2,2,1,9,2,10,2,7,7,2,12,10,4
1101,1102,1102,black,age.gp2,NoTr,NoTrade,NoGroup,8,1,3,1,3,2,6,0,5,3,0,8,4,4
1185,1186,1186,white,age.gp4,Tr,NoTrade,NoGroup,4,0,1,0,3,0,3,1,0,4,0,4,2,2
1782,1783,1783,white,age.gp4,Tr,NoTrade,Group,13,2,2,1,8,0,12,1,5,8,0,13,10,3
1896,1897,1897,white,age.gp1,Tr,NoTrade,NoGroup,7,3,3,0,1,1,6,0,4,3,1,6,4,3
2036,2037,2037,white,age.gp4,Tr,NoTrade,Group,11,1,1,0,9,1,10,0,2,9,0,11,6,5
2226,2227,2227,black,age.gp4,NoTr,Trade,Group,9,1,1,3,4,6,3,0,1,8,0,9,2,7
2495,2496,2496,other,age.gp1,NoTr,NoTrade,NoGroup,5,2,1,0,2,0,5,0,2,3,0,5,2,3
1573,1574,1574,white,age.gp4,Tr,NoTrade,Group,13,0,5,2,6,1,11,1,5,8,1,12,12,1
2178,2179,2179,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,2,0,3,0,4,1,3,2,0,5,3,2
2357,2358,2358,white,age.gp3,Tr,NoTrade,NoGroup,4,0,0,2,2,1,3,0,0,4,0,4,2,2
2711,2712,2712,white,age.gp4,NoTr,NoTrade,Group,11,0,1,2,8,0,11,0,1,10,0,11,9,2
2791,2792,2792,white,age.gp2,NoTr,NoTrade,Group,28,3,15,3,7,1,23,4,16,12,1,27,16,12
305,306,306,white,age.gp4,NoTr,NoTrade,Group,7,1,2,1,3,1,6,0,3,4,1,6,5,2
1059,1060,1060,white,age.gp4,NoTr,NoTrade,Group,10,1,4,1,4,1,9,0,6,4,0,10,6,4
801,802,802,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,1,2,0,3,0,1,2,0,3,2,1
1998,1999,1999,black,age.gp4,NoTr,NoTrade,NoGroup,9,0,2,2,5,2,6,1,4,5,0,9,8,1
2672,2673,2673,white,age.gp3,NoTr,NoTrade,NoGroup,9,0,5,0,4,0,8,1,4,5,0,9,8,1
2896,2897,2897,other,age.gp1,NoTr,NoTrade,NoGroup,3,0,0,1,2,0,3,0,0,3,0,3,3,0
307,308,308,white,age.gp4,NoTr,NoTrade,Group,14,0,5,4,5,1,12,1,7,7,2,12,8,6
414,415,415,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,0,1,4,0,5,0,3,2,0,5,5,0
685,686,686,white,age.gp4,Tr,NoTrade,Group,12,1,1,4,6,2,10,0,3,9,0,12,6,6
946,947,947,white,age.gp3,Tr,NoTrade,Group,15,1,4,3,7,3,12,0,4,11,1,14,12,3
1526,1527,1527,black,age.gp4,NoTr,NoTrade,NoGroup,5,2,1,0,2,2,2,1,0,5,1,4,4,1
1615,1616,1616,white,age.gp3,Tr,NoTrade,NoGroup,6,0,1,2,3,0,5,1,2,4,0,6,5,1
1689,1690,1690,white,age.gp4,NoTr,Trade,NoGroup,5,0,0,2,3,0,4,1,1,4,0,5,2,3
2704,2705,2705,white,age.gp4,NoTr,NoTrade,Group,9,1,0,2,6,2,7,0,4,5,0,9,6,3
2799,2800,2800,white,age.gp2,NoTr,NoTrade,NoGroup,13,0,7,3,3,1,11,1,3,10,1,12,8,5
325,326,326,white,age.gp4,NoTr,NoTrade,Group,11,0,5,2,4,1,9,1,4,7,0,11,10,1
548,549,549,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,1,0,5,0,7,0,3,4,1,6,6,1
906,907,907,other,age.gp1,Tr,NoTrade,NoGroup,7,4,1,1,1,0,7,0,1,6,1,6,5,2
1916,1917,1917,other,age.gp2,NoTr,NoTrade,NoGroup,4,0,2,1,1,1,3,0,2,2,0,4,1,3
2733,2734,2734,black,age.gp3,NoTr,NoTrade,NoGroup,8,0,2,1,5,3,4,1,2,6,1,7,6,2
1293,1294,1294,white,age.gp4,NoTr,NoTrade,Group,9,0,3,1,5,0,9,0,3,6,0,9,6,3
1483,1484,1484,white,age.gp4,NoTr,NoTrade,NoGroup,10,2,1,3,4,0,10,0,4,6,1,9,6,4
1160,1161,1161,white,age.gp4,NoTr,NoTrade,NoGroup,8,0,4,1,3,0,7,1,5,3,1,7,8,0
1988,1989,1989,white,age.gp4,Tr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
2183,2184,2184,white,age.gp4,NoTr,NoTrade,NoGroup,7,2,3,0,2,0,5,2,4,3,0,7,3,4
2442,2443,2443,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
2448,2449,2449,white,age.gp4,NoTr,NoTrade,NoGroup,8,0,2,2,4,2,6,0,3,5,0,8,5,3
1339,1340,1340,white,age.gp3,NoTr,NoTrade,NoGroup,8,1,3,3,1,2,6,0,1,7,0,8,4,4
1579,1580,1580,white,age.gp4,Tr,NoTrade,Group,9,1,1,2,5,1,8,0,5,4,1,8,6,3
2353,2354,2354,white,age.gp3,Tr,NoTrade,NoGroup,6,0,2,3,1,1,4,1,1,5,1,5,5,1
2576,2577,2577,white,age.gp4,NoTr,NoTrade,Group,13,1,3,4,5,1,11,1,5,8,0,13,10,3
1730,1731,1731,white,age.gp3,Tr,NoTrade,Group,16,3,5,6,2,0,14,2,5,11,0,16,10,6
2007,2008,2008,black,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,1,2,1,3,0,2,2,1,3,3,1
2230,2231,2231,black,age.gp4,NoTr,Trade,Group,9,0,2,1,6,2,5,2,1,8,1,8,3,6
2631,2632,2632,white,age.gp4,NoTr,NoTrade,NoGroup,10,1,3,0,6,1,7,2,2,8,0,10,5,5
2794,2795,2795,white,age.gp2,Tr,NoTrade,NoGroup,10,0,7,1,2,2,8,0,5,5,2,8,7,3
1186,1187,1187,white,age.gp4,Tr,NoTrade,NoGroup,5,0,1,1,3,0,4,1,1,4,0,5,3,2
526,527,527,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,0,2,2,0,3,1,1,3,0,4,3,1
1617,1618,1618,white,age.gp3,Tr,NoTrade,NoGroup,6,0,1,2,3,0,6,0,0,6,0,6,6,0
2217,2218,2218,black,age.gp4,NoTr,Trade,Group,8,0,1,2,5,3,5,0,2,6,1,7,5,3
2720,2721,2721,white,age.gp4,NoTr,NoTrade,Group,9,1,0,2,6,0,8,1,3,6,0,9,7,2
1161,1162,1162,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,2,0,3,0,3,2,3,2,0,5,4,1
430,431,431,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,0,1,4,0,5,0,3,2,0,5,4,1
510,511,511,white,age.gp2,Tr,NoTrade,NoGroup,14,3,4,4,3,0,12,2,2,12,2,12,11,3
554,555,555,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,1,2,0,3,1,2,2,0,4,3,1
578,579,579,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,0,2,0,0,2,0,2,2,0
595,596,596,other,age.gp4,NoTr,NoTrade,NoGroup,5,0,1,0,4,1,4,0,2,3,0,5,3,2
1417,1418,1418,black,age.gp2,NoTr,NoTrade,NoGroup,7,0,1,3,3,4,3,0,1,6,0,7,2,5
2564,2565,2565,white,age.gp4,NoTr,NoTrade,Group,12,0,3,2,7,1,11,0,6,6,0,12,9,3
319,320,320,white,age.gp4,NoTr,NoTrade,Group,12,2,5,0,5,0,12,0,6,6,0,12,9,3
684,685,685,white,age.gp4,Tr,NoTrade,Group,10,0,3,0,7,2,8,0,3,7,0,10,8,2
686,687,687,white,age.gp4,Tr,NoTrade,Group,14,0,1,3,10,4,9,1,3,11,1,13,6,8
2611,2612,2612,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,0,3,0,4,0,0,4,0,4,3,1
371,372,372,black,age.gp4,NoTr,NoTrade,NoGroup,5,1,1,1,2,4,1,0,0,5,0,5,1,4
585,586,586,other,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,0,3,0,3,0,1,2,0,3,2,1
1175,1176,1176,white,age.gp4,Tr,NoTrade,NoGroup,9,1,1,3,4,1,7,1,3,6,1,8,5,4
1646,1647,1647,other,age.gp2,NoTr,NoTrade,NoGroup,8,2,2,2,2,2,6,0,2,6,1,7,5,3
2043,2044,2044,white,age.gp4,Tr,NoTrade,Group,7,0,0,1,6,1,6,0,2,5,0,7,6,1
434,435,435,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,1,1,0,2,0,0,2,0,2,2,0
322,323,323,white,age.gp4,NoTr,NoTrade,Group,10,1,1,0,8,1,8,1,5,5,0,10,8,2
1275,1276,1276,white,age.gp4,NoTr,NoTrade,Group,4,0,1,0,3,0,4,0,2,2,0,4,3,1
1997,1998,1998,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
2504,2505,2505,other,age.gp1,NoTr,NoTrade,NoGroup,8,2,3,1,2,3,5,0,3,5,1,7,3,5
574,575,575,other,age.gp4,NoTr,NoTrade,NoGroup,5,0,2,0,3,1,4,0,2,3,0,5,3,2
1056,1057,1057,white,age.gp4,NoTr,NoTrade,Group,11,1,2,3,5,1,9,1,5,6,1,10,7,4
1190,1191,1191,white,age.gp4,Tr,NoTrade,NoGroup,10,3,2,0,5,1,9,0,3,7,2,8,5,5
2259,2260,2260,white,age.gp4,Tr,NoTrade,Group,10,0,2,1,7,1,9,0,3,7,0,10,5,5
444,445,445,black,age.gp3,NoTr,NoTrade,NoGroup,7,1,3,2,1,3,3,1,4,3,2,5,5,2
1066,1067,1067,white,age.gp4,NoTr,NoTrade,Group,11,0,1,3,7,0,11,0,3,8,0,11,9,2
1577,1578,1578,white,age.gp4,Tr,NoTrade,Group,11,0,3,3,5,0,11,0,2,9,1,10,9,2
2080,2081,2081,black,age.gp3,NoTr,NoTrade,NoGroup,4,0,0,3,1,3,1,0,0,4,0,4,1,3
2569,2570,2570,white,age.gp4,NoTr,NoTrade,Group,12,0,4,1,7,2,9,1,1,11,0,12,6,6
903,904,904,other,age.gp1,Tr,NoTrade,NoGroup,4,3,1,0,0,1,3,0,0,4,0,4,1,3
1131,1132,1132,other,age.gp1,NoTr,NoTrade,NoGroup,9,3,1,3,2,0,9,0,3,6,0,9,5,4
1713,1714,1714,white,age.gp1,Tr,NoTrade,NoGroup,8,6,0,2,0,0,5,3,1,7,1,7,3,5
2497,2498,2498,other,age.gp1,NoTr,NoTrade,NoGroup,4,2,0,1,1,1,3,0,0,4,0,4,0,4
2769,2770,2770,white,age.gp1,NoTr,NoTrade,NoGroup,12,7,2,2,1,1,10,1,4,8,1,11,8,4
329,330,330,white,age.gp1,NoTr,NoTrade,NoGroup,11,8,0,1,2,0,10,1,6,5,2,9,4,7
678,679,679,white,age.gp4,Tr,NoTrade,Group,13,3,2,1,7,0,11,2,3,10,1,12,8,5
1624,1625,1625,white,age.gp1,NoTr,NoTrade,NoGroup,8,5,2,1,0,2,3,3,1,7,1,7,3,5
330,331,331,white,age.gp1,NoTr,NoTrade,NoGroup,7,5,0,1,1,2,4,1,2,5,3,4,5,2
1311,1312,1312,white,age.gp1,NoTr,NoTrade,NoGroup,8,6,0,1,1,0,5,3,3,5,2,6,5,3
2496,2497,2497,other,age.gp1,NoTr,NoTrade,NoGroup,1,1,0,0,0,0,1,0,0,1,0,1,0,1
1872,1873,1873,other,age.gp1,NoTr,NoTrade,Group,10,3,0,3,4,3,7,0,3,7,0,10,6,4
2094,2095,2095,black,age.gp3,NoTr,NoTrade,NoGroup,4,0,2,1,1,2,2,0,1,3,2,2,3,1
2352,2353,2353,white,age.gp3,Tr,NoTrade,NoGroup,5,0,1,0,4,0,5,0,2,3,0,5,3,2
2360,2361,2361,white,age.gp3,Tr,NoTrade,NoGroup,5,1,3,1,0,0,4,1,3,2,0,5,2,3
2406,2407,2407,white,age.gp3,NoTr,NoTrade,NoGroup,12,4,6,0,2,0,7,5,5,7,1,11,7,5
2440,2441,2441,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,2,1,2,0,5,0,5,0,0,5,4,1
2963,2964,2964,white,age.gp2,NoTr,NoTrade,NoGroup,7,0,5,1,1,0,5,2,6,1,0,7,5,2
333,334,334,white,age.gp2,Tr,NoTrade,NoGroup,10,0,6,2,2,2,7,1,5,5,3,7,7,3
880,881,881,white,age.gp3,NoTr,Trade,Group,10,1,4,4,1,1,8,1,6,4,0,10,6,4
1660,1661,1661,other,age.gp2,NoTr,NoTrade,NoGroup,7,0,3,2,2,1,6,0,5,2,0,7,4,3
2074,2075,2075,black,age.gp3,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,0,1
335,336,336,white,age.gp2,Tr,NoTrade,NoGroup,9,1,1,3,4,0,9,0,2,7,0,9,6,3
442,443,443,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,0,1
2471,2472,2472,white,age.gp1,NoTr,NoTrade,NoGroup,9,3,2,1,3,0,8,1,3,6,1,8,4,5
1911,1912,1912,other,age.gp2,NoTr,NoTrade,NoGroup,5,0,5,0,0,0,5,0,4,1,0,5,3,2
1943,1944,1944,white,age.gp4,NoTr,NoTrade,Group,7,0,2,1,4,0,6,1,4,3,0,7,5,2
1240,1241,1241,white,age.gp2,Tr,NoTrade,NoGroup,9,1,5,2,1,2,7,0,3,6,3,6,4,5
1895,1896,1896,other,age.gp1,NoTr,NoTrade,Group,10,1,4,4,1,3,7,0,1,9,1,9,8,2
2902,2903,2903,other,age.gp1,NoTr,NoTrade,NoGroup,4,1,3,0,0,0,4,0,2,2,1,3,3,1
2903,2904,2904,other,age.gp1,NoTr,NoTrade,NoGroup,6,3,0,2,1,0,6,0,3,3,1,5,4,2
625,626,626,other,age.gp1,NoTr,Trade,Group,7,2,1,2,2,1,6,0,1,6,2,5,4,3
904,905,905,other,age.gp1,Tr,NoTrade,NoGroup,6,4,1,1,0,1,5,0,1,5,1,5,4,2
978,979,979,white,age.gp4,NoTr,NoTrade,NoGroup,5,2,0,0,3,0,4,1,0,5,1,4,2,3
1880,1881,1881,other,age.gp1,NoTr,NoTrade,Group,9,5,1,3,0,3,6,0,2,7,4,5,7,2
2644,2645,2645,white,age.gp1,NoTr,NoTrade,NoGroup,13,7,3,1,2,1,10,2,2,11,3,10,7,6
657,658,658,white,age.gp2,Tr,NoTrade,NoGroup,7,1,3,3,0,0,7,0,1,6,1,6,5,2
786,787,787,black,age.gp1,Tr,NoTrade,NoGroup,11,7,2,1,1,4,4,3,4,7,5,6,6,5
1885,1886,1886,other,age.gp1,NoTr,NoTrade,Group,7,3,2,1,1,2,5,0,1,6,1,6,3,4
2547,2548,2548,other,age.gp1,NoTr,NoTrade,NoGroup,5,1,2,2,0,0,4,1,1,4,1,4,4,1
644,645,645,other,age.gp1,NoTr,Trade,Group,6,2,2,1,1,0,6,0,2,4,1,5,4,2
1433,1434,1434,white,age.gp3,Tr,NoTrade,NoGroup,8,2,4,2,0,1,6,1,3,5,2,6,6,2
1443,1444,1444,white,age.gp3,Tr,NoTrade,NoGroup,7,4,1,0,2,2,4,1,1,6,1,6,4,3
1631,1632,1632,white,age.gp1,NoTr,NoTrade,NoGroup,10,4,3,2,1,1,6,3,4,6,1,9,4,6
1844,1845,1845,black,age.gp3,NoTr,NoTrade,NoGroup,9,3,3,1,2,3,5,1,3,6,2,7,6,3
2400,2401,2401,white,age.gp3,NoTr,NoTrade,NoGroup,5,1,0,1,3,0,4,1,0,5,1,4,3,2
2697,2698,2698,white,age.gp4,NoTr,NoTrade,Group,14,4,3,0,7,0,14,0,6,8,2,12,8,6
2886,2887,2887,white,age.gp1,NoTr,NoTrade,Group,19,10,4,2,3,3,13,3,10,9,3,16,13,6
1871,1872,1872,other,age.gp1,NoTr,NoTrade,Group,11,8,3,0,0,2,9,0,4,7,3,8,6,5
2503,2504,2504,other,age.gp1,NoTr,NoTrade,NoGroup,5,1,2,2,0,0,5,0,2,3,1,4,4,1
2546,2547,2547,other,age.gp1,NoTr,NoTrade,NoGroup,6,4,0,1,1,0,6,0,2,4,3,3,4,2
725,726,726,black,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,1,1,1,1,1,0,3,0,3,1,2
1564,1565,1565,white,age.gp4,Tr,NoTrade,Group,9,2,2,0,5,1,8,0,2,7,1,8,4,5
1647,1648,1648,other,age.gp2,NoTr,NoTrade,NoGroup,7,1,4,2,0,0,7,0,2,5,1,6,6,1
1703,1704,1704,white,age.gp4,NoTr,Trade,NoGroup,1,0,1,0,0,0,1,0,0,1,0,1,1,0
483,484,484,black,age.gp4,NoTr,NoTrade,NoGroup,6,0,3,2,1,3,2,1,2,4,2,4,4,2
2466,2467,2467,white,age.gp1,Tr,NoTrade,NoGroup,12,10,2,0,0,0,9,3,3,9,2,10,4,8
2821,2822,2822,other,age.gp2,NoTr,NoTrade,NoGroup,4,0,3,0,1,2,2,0,1,3,0,4,2,2
902,903,903,other,age.gp1,Tr,NoTrade,NoGroup,4,1,2,1,0,1,3,0,0,4,1,3,2,2
2106,2107,2107,white,age.gp2,Tr,NoTrade,Group,20,2,9,4,5,0,19,1,9,11,1,19,15,5
2386,2387,2387,white,age.gp2,Tr,NoTrade,Group,25,3,8,8,6,2,22,1,9,16,4,21,18,7
2668,2669,2669,white,age.gp3,NoTr,NoTrade,NoGroup,7,2,3,0,2,0,5,2,3,4,0,7,4,3
1719,1720,1720,white,age.gp2,NoTr,NoTrade,Group,21,1,11,4,5,4,15,2,9,12,2,19,16,5
2584,2585,2585,white,age.gp4,NoTr,NoTrade,Group,9,0,3,4,2,3,5,1,4,5,1,8,6,3
2772,2773,2773,white,age.gp3,NoTr,NoTrade,Group,11,2,6,3,0,1,8,2,2,9,0,11,7,4
347,348,348,black,age.gp4,NoTr,NoTrade,NoGroup,4,1,1,0,2,1,3,0,1,3,1,3,4,0
1632,1633,1633,white,age.gp1,NoTr,NoTrade,NoGroup,11,4,2,4,1,1,9,1,2,9,0,11,4,7
2766,2767,2767,black,age.gp2,NoTr,NoTrade,NoGroup,5,0,3,1,1,2,3,0,0,5,0,5,2,3
348,349,349,black,age.gp4,NoTr,NoTrade,NoGroup,5,2,1,1,1,0,2,3,1,4,0,5,2,3
589,590,590,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,2,0,0,0,2,1,1,1,1
1129,1130,1130,other,age.gp1,NoTr,NoTrade,NoGroup,4,1,1,1,1,1,3,0,1,3,0,4,3,1
349,350,350,black,age.gp4,NoTr,NoTrade,NoGroup,5,1,1,1,2,3,1,1,1,4,1,4,2,3
858,859,859,other,age.gp2,Tr,NoTrade,Group,12,0,5,5,2,1,11,0,5,7,0,12,10,2
2003,2004,2004,black,age.gp4,NoTr,NoTrade,NoGroup,5,0,1,0,4,3,2,0,1,4,0,5,2,3
1367,1368,1368,black,age.gp4,NoTr,NoTrade,Group,8,0,1,0,7,4,4,0,1,7,1,7,6,2
351,352,352,black,age.gp4,NoTr,NoTrade,NoGroup,6,1,2,0,3,2,4,0,1,5,0,6,3,3
389,390,390,black,age.gp4,NoTr,NoTrade,NoGroup,6,0,0,1,5,5,1,0,0,6,0,6,4,2
1825,1826,1826,black,age.gp4,NoTr,NoTrade,NoGroup,8,3,1,2,2,7,1,0,4,4,1,7,2,6
352,353,353,black,age.gp4,NoTr,NoTrade,NoGroup,5,0,1,0,4,3,2,0,1,4,0,5,3,2
1346,1347,1347,black,age.gp4,NoTr,NoTrade,Group,14,1,1,4,8,10,2,2,1,13,2,12,5,9
2014,2015,2015,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,0,1
353,354,354,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,0,1,0,1,1,0
354,355,355,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,1,0,0,0,1,0,1,1,0
355,356,356,black,age.gp4,NoTr,NoTrade,NoGroup,6,1,1,3,1,3,1,2,0,6,0,6,1,5
2101,2102,2102,black,age.gp3,NoTr,NoTrade,NoGroup,10,2,0,4,4,5,4,1,1,9,1,9,3,7
2626,2627,2627,white,age.gp4,NoTr,NoTrade,NoGroup,5,2,0,1,2,1,4,0,3,2,0,5,3,2
356,357,357,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
357,358,358,black,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,1,2,1,2,0,1,2,0,3,2,1
